,User,Pesan,Jam,Tanggal
142,Hauw,"Stock split membuat pelaku pasar berpikir secara psikologis bahwa harganya ""murah"" trus transaksinya krn liquid, gerakinnya lebih gampang.

Skrg bayangin BBCA harga 30rb selembar, 1 tick naik 25 rupiah brarti 1 tick naik 0,12%. Seru gak? Boseninnnn.
Lha skrg BBCA misal di stocksplit 1:100, skrg harga 300 selembar. Naik 1 tick 5 rupiah, brarti per tick 1,6%. Mantep gak? Mantep, wah rame itu.

Makanya tiap kali stock split, likuiditasnya selalu naik. Lebih menarik buat ditradingin, itu jelasssss.

Lha tp kalo soal naiknya harga di hari H, pasar modal kadang dasarnya bukan sesuatu yg logis, tp historical. Kalo ditarik mundur ke belakang suatu event A 100% bikin harga turun, maka itu akan bikin harga turun

Contoh : ada bom meledak di kantor polisi persimpangan Sarinah. Secara fundamental ngefek ke indeks gak? Gak ngefek, paling hasilnya meme2 polisi ganteng pake sepatu Gucci. Tapi, karena historical itu 100% bikin harga turun, ya turun. Walaupun akhirnya rebound
Cuman kalo naiknya terlalu dipaksain, sebelum hari H udah ngegas, ya digebuk kayak HOKI
",9:50:46 PM,Friday March 26 2021
143,Muhammag kuncoro,"Di desah itu Owner Jarang pantao mungkin ya.
",9:48:12 PM,Friday March 26 2021
144,Hauw,Sama td di grup Pak Jutha tuh saya td ngomongin stock split,9:47:37 PM,Friday March 26 2021
145,Muhammag kuncoro,Kalo di desah kita minta ilmu malah di buli padahal kita masih pemula,9:47:12 PM,Friday March 26 2021
146,Kaanz✓,"Membalas : Sy jg ga pernah engeh trnyataaaa mas nya ud lama disini.. kudu sungkem ni sy 🤣 td manjat chat, byk insight bagus jugaaa
Hahahaha enggk lah kak, saya juga baru join, alias anggota baru, mungkin baru satu bulan disini, jujur disini suhu"" nya ramah dan share ilmunya enak banget dan daging banget, the traders the best lah:+1::laughing:",9:46:27 PM,Friday March 26 2021
147,Benhan,"Membalas : Td pas pak HM bahas passion, sy trtarik hehe.. krn gini, ini kan arb msh 7%, dsaat arb 7% market koreksi trader2 yg bru join di
Pasang stoploss 5% aja dijamin aman dari ARB mau berapa persenpun. Asal bukan di saham yg ga liquid",9:45:22 PM,Friday March 26 2021
148,Muhammag kuncoro,"Membalas : Saya rasa karena TT ini dirawat. Pakdhenya masih sering masuk dalam diskusi, adminnya Pak Carik @luckv02 rajin ngekick dan delet
Benar Pak",9:45:00 PM,Friday March 26 2021
149,Benhan,"Membalas : Ini grub sagat awet di banding sebelah dan ini angota nya semua ramah tamah.
Saya rasa karena TT ini dirawat. Pakdhenya masih sering masuk dalam diskusi, adminnya Pak Carik @luckv02 rajin ngekick dan delete posting jualan ilegal and yg langgar rules, terus ada suhu2 dg background yg beda2 ga sungkan sharing ilmu karena merasa nyaman di sini dan respek sama Pakdhe. 
Jadinya grup ini ga kayak hutan rimba seperti grup2 Tele lainnya. Kadang kita yg newbie ya mesti tahu diri juga. Jangan debat kusir di sini yg ga ada gunanya buat yg lain. Ikut merawat TT deh biar anggotanya pada betah dan bisa belajar bareng. :v:",9:44:15 PM,Friday March 26 2021
150,Dessy Fang,"Td pas pak HM bahas passion, sy trtarik hehe.. krn gini, ini kan arb msh 7%, dsaat arb 7% market koreksi trader2 yg bru join di market ud ngeluh2 mau pensiun apalg nti pas balik 25% :joy:.
sy sndri jg lg belajar en melatih psikologi trading. 

Jd pgn denger kisah ny pak HM yg ud pengalaman di market, spy bisa sy pelajarii.. :grimacing:
Sy jg ga pernah engeh trnyataaaa mas nya ud lama disini.. kudu sungkem ni sy 🤣 td manjat chat, byk insight bagus jugaaa :grin:",9:42:04 PM,Friday March 26 2021
151,Kaanz✓,"Membalas : Silent reader.. suka baca insight2 dr suhu2 aja soal market.. :joy:
Wahhh saya yang gapernah lihat🤣:pray:",9:40:46 PM,Friday March 26 2021
152,msnid,"Membalas : Kak Dessy sebelumnya belum pernah lihat disini, baru join kah? Welcome ya
dari tahun lalu juga sudah ada kok
",9:37:29 PM,Friday March 26 2021
153,Dessy Fang,"Membalas : Kak Dessy sebelumnya belum pernah lihat disini, baru join kah? Welcome ya
Silent reader.. suka baca insight2 dr suhu2 aja soal market.. :joy:",9:36:41 PM,Friday March 26 2021
154,Resti,"Membalas : Setujuuu.. bikin adem :smiley:
🤩 betul betul betull",9:36:12 PM,Friday March 26 2021
155,Kaanz✓,"Membalas : Setujuuu.. bikin adem :smiley:
Kak Dessy sebelumnya belum pernah lihat disini, baru join kah? Welcome ya:smile:",9:34:51 PM,Friday March 26 2021
156,Alvin S,Halo. Voicechat nya ada rekaman tdk ya.. tadi lg di luar gak sadar. Dan belum update telegram :sweat_smile:,9:34:30 PM,Friday March 26 2021
157,Dessy Fang,"Membalas : Iya betul,.. yg dengerin juga jadi anteng dengerin pakde 🤩:+1:
Setujuuu.. bikin adem :smiley:",9:33:31 PM,Friday March 26 2021
158,Resti,"Membalas : Pakdhe @hmasori tadi ada lupa satu... ditutup dengan karaoke donk Btw kalau dengerin Pakdhe maunya ga selesai2 ya. Kebayang k
Iya betul,.. yg dengerin juga jadi anteng dengerin pakde 🤩:+1:",9:32:57 PM,Friday March 26 2021
159,Dessy Fang,"Tadi pakde bahas ttg passion, sy jd tertarik pengen tau awal mula pak @hmasori menemukan passion di stock market bagaimana? Krn dulu pas jaman pakde join di stock market, akses informasi nya mungkin ga semudah saat ini. 

Sudah bbrp hari ini market terkoreksi, byk trader2 pemula ngerasa mau nyerah :joy:. Pernah ga pak waktu awal2 di stock market mngalami hal yg serupa? Dan cara mengatasi nya bgmn shingga pak HM bisa bertahan smpe skrg di stock market :grimacing:",9:32:21 PM,Friday March 26 2021
160,Kaanz✓,"Membalas : Aamiinnn ... Happy banget tadi pas denger nya 🤩🤩.. semoga terlaksana 🤲
:+1::+1:
",9:31:33 PM,Friday March 26 2021
161,Aliong,"Terima kasih pakde, nextnya tinggal nyanyi bareng :sweat_smile:",9:31:20 PM,Friday March 26 2021
162,Benhan,"Pakdhe @hmasori tadi ada lupa satu... ditutup dengan karaoke donk :grin:
Btw kalau dengerin Pakdhe maunya ga selesai2 ya. Kebayang kalau kopdar ini pasti ga bubar2",9:31:17 PM,Friday March 26 2021
163,Resti,"Membalas : Terimakasih juga pak @JuthaBram view nya tentang indeks semoga juni bisa cuan njedog
Aamiinnn ... Happy banget tadi pas denger nya 🤩🤩.. semoga terlaksana 🤲",9:30:36 PM,Friday March 26 2021
164,Kaanz✓,"TT nya udah jebol resistance, menuju ATH nih:joy:",9:30:15 PM,Friday March 26 2021
165,Dimas Prakoso,"Membalas : baru join, langsung walaikum salam :sob:
:joy::see_no_evil:",9:29:59 PM,Friday March 26 2021
166,Resti,"Setuju,.. di pin juga biar ga ketinggalan 🤩🤩",9:29:35 PM,Friday March 26 2021
167,SAB,Tadi sempat denger pak HM & pak Jutha. Makasih sharingnya :pray::pray:,9:29:31 PM,Friday March 26 2021
168,Adam,"baru join, langsung walaikum salam :sob:",9:29:19 PM,Friday March 26 2021
169,Hendra Kwee,:pray: Makasih mas @JuthaBram,9:29:16 PM,Friday March 26 2021
170,Vega,"Membalas : Thanks pakde
Thanks pakde",9:29:15 PM,Friday March 26 2021
171,Kaanz✓,Terimakasih juga pak @JuthaBram  view nya tentang indeks semoga juni bisa cuan njedog:smile::+1:,9:29:14 PM,Friday March 26 2021
172,N,Insightful pak HM dan pak JB Thank youu🥰:heart:,9:29:07 PM,Friday March 26 2021
173,Billy,Mantap pak lurah. Om jutha...,9:28:59 PM,Friday March 26 2021
174,Febry Anugrah Santoso,"Terimakasih pak HM, santai berdaging:+1::+1::pray::pray:",9:28:40 PM,Friday March 26 2021
175,Resti,"Makasih banyak pakade :pray::pray: @hmasori seneng banget bisa ikutan

Mas JB @JuthaBram juga... Makasih banyak :pray::pray:",9:28:35 PM,Friday March 26 2021
176,Taufik ismail,:pray::pray::pray::pray:terima kasih sehat selalu pak de,9:28:32 PM,Friday March 26 2021
177,Rolando,"terimakasih pak @hmasori dan pak @JuthaBram, baru gladi resik lho ya
nanti yang dijadwalkan beneran, 2X lebih lama.",9:28:32 PM,Friday March 26 2021
178,direktur pulsa,TERIMA KASIH PAKDHE:+1::pray:,9:28:19 PM,Friday March 26 2021
179,rahmad,terima kasih pak HM pak Juthan dan bapak ibu lainnya atas ilmu yang diberikan:pray::pray::pray:,9:28:11 PM,Friday March 26 2021
180,joshuatheo,makasih pakde dan smua :pray:🏻,9:28:07 PM,Friday March 26 2021
181,hongky :chart_with_upwards_trend:,terima kasih dan sehat selalu @hmasori,9:28:07 PM,Friday March 26 2021
182,Maria,Terimakasih pakde HM,9:28:06 PM,Friday March 26 2021
183,Hendra Santoso,"Terimakasih Pakde 
next time, sekalian waktu live trading hehe :see_no_evil:",9:28:04 PM,Friday March 26 2021
184,Andreas Teddy,terima kasih sharing2 santai nya pakde :+1:,9:28:02 PM,Friday March 26 2021
185,AAN,Terimakasih banyak semuaaa,9:28:00 PM,Friday March 26 2021
186,Andre Permana,Thanks pak HM,9:27:53 PM,Friday March 26 2021
187,Sandi Pear,"Sering"" pak de voice chat ya",9:27:52 PM,Friday March 26 2021
188,46 (･ิω･ิ) (Selvia Susilowati),Terima kasih banyak pak dhe..pak jutha..pak guru eko,9:27:51 PM,Friday March 26 2021
189,Dimas Prakoso,Thanks pak de :pray:,9:27:50 PM,Friday March 26 2021
190,hery,jossssss pakde,9:27:50 PM,Friday March 26 2021
191,Kaanz✓,Terimakasih pak @hmasori  mantap:+1: next bisa share lagi,9:27:44 PM,Friday March 26 2021
192,Ratih Estiani,Terima kasih pak dhe @hmasori dan pak @JuthaBram,9:27:42 PM,Friday March 26 2021
193,Sandy,Thanks pakde,9:27:42 PM,Friday March 26 2021
194,Iin,Thx pa HM:pray:,9:27:40 PM,Friday March 26 2021
195,Ema,Matur nuwun sharingnya pakdhe,9:27:38 PM,Friday March 26 2021
196,Dior,Arigaatoo pakde,9:27:35 PM,Friday March 26 2021
197,Benny Darmawan,Terima kasih Pakde,9:27:35 PM,Friday March 26 2021
198,Nurwahid,Terimakasih pakdhe sharingnya,9:27:33 PM,Friday March 26 2021
199,ArieDwiS,Terimakasih Pak Lurah :pray:,9:27:33 PM,Friday March 26 2021
200,Teddy Samudra | PK.GUNUNG SUMBER (Kayu Jati),"Terima kasih, Pak HM.",9:27:32 PM,Friday March 26 2021
201,rudianto girsang,"mantap vchat nya, nuhun :pray:",9:27:31 PM,Friday March 26 2021
202,Hendra Kwee,"Suwun Pakde, sehat selalu",9:27:30 PM,Friday March 26 2021
203,Eko Bawono,Trima ksh Pakdhe,9:27:29 PM,Friday March 26 2021
204,Rolando,"Membalas : Billy :rocket::rocket::rocket: ohh yg ini pak yaa🤣
nah iya yang itu",9:27:28 PM,Friday March 26 2021
205,Nana Paramita,Terima kasih Pak HM :pray:🏼,9:27:26 PM,Friday March 26 2021
206,Fredi,Makasih pak ilmu nya,9:27:26 PM,Friday March 26 2021
207,Apip,Terima kasih banyak pakdhe..,9:27:24 PM,Friday March 26 2021
208,titowi,suwun pak dhe,9:27:21 PM,Friday March 26 2021
209,Billy,Mantap pakde,9:27:21 PM,Friday March 26 2021
210,Natalia,"Makasih pa HM n JB
",9:27:20 PM,Friday March 26 2021
211,Stefanus,Makasih pak de HM,9:27:17 PM,Friday March 26 2021
212,Mamba Mentallity,Waalaikumsalam,9:27:15 PM,Friday March 26 2021
213,Fikri Tegar Utama,Terimakasih pak de,9:27:15 PM,Friday March 26 2021
214,Masdi Putra,Mantap pak de... Thanks a lot,9:27:14 PM,Friday March 26 2021
215,agung azhary,makasih pak de ilmunya,9:27:14 PM,Friday March 26 2021
216,Yudha,"Waalaikumsalam, makasih pakde",9:27:13 PM,Friday March 26 2021
217,Rudi Rusbianto,makasi pak HM,9:27:13 PM,Friday March 26 2021
218,Dwi Prastowo,Kesuwun,9:27:12 PM,Friday March 26 2021
219,aleisyah,terimaaksih pakk:pray:🏻,9:27:12 PM,Friday March 26 2021
220,Indo Ardiansyah,Makasih pakde,9:27:11 PM,Friday March 26 2021
221,Muhammag kuncoro,Walaikumsalam pak,9:27:10 PM,Friday March 26 2021
222,Winda Dwi Astuti,Terimakasih,9:27:10 PM,Friday March 26 2021
223,Willy N,Terima kasih pak de ilmu nya :pray:,9:27:09 PM,Friday March 26 2021
224,Masih Miko,Wlkm slm,9:27:03 PM,Friday March 26 2021
225,Rahma 20,Terima kasih pak de,9:27:01 PM,Friday March 26 2021
226,alit wigunawan,Makasih pak de,9:27:00 PM,Friday March 26 2021
227,Al,Makasih pak,9:26:58 PM,Friday March 26 2021
228,Hendro Masori,,9:26:56 PM,Friday March 26 2021
229,Rendy Azhary,terima kasih banyak,9:26:55 PM,Friday March 26 2021
230,Steven,Maakasi pak hm,9:26:54 PM,Friday March 26 2021
231,Dessy Fang,Thanks pak @hmasori,9:26:54 PM,Friday March 26 2021
232,Sandi Pear,Mantapp pak,9:26:51 PM,Friday March 26 2021
233,Nanang Eko,"Membalas : wkwkwk, salah mention
Billy 🚀🚀🚀 ohh yg ini pak yaa🤣",9:26:50 PM,Friday March 26 2021
234,stev,"tiap jumat kalau bapak ada waktu keknya seru pak ngobrol"" kaya gini :joy:",9:26:47 PM,Friday March 26 2021
235,Rizal Akhmad,clubhouse ala telegram,9:26:40 PM,Friday March 26 2021
236,Reinhart Lingga,"terimakasih banyak Pak, belajar sesuatu lagi malam ini",9:26:09 PM,Friday March 26 2021
237,Rolando,"Membalas : Koh Billy mna nih suaranya??:grin:
wkwkwk, salah mention",9:26:08 PM,Friday March 26 2021
238,Muhammag kuncoro,Makasih pak HM ilmunya semoga saya bisa terapkan buat diri saya karna selama ini  karna ikut2an los jadi nya.,9:25:50 PM,Friday March 26 2021
239,Andru,Tiap IHSG merah aja pak di adakan obrolan malam :joy: thxyu pak @hmasori,9:25:39 PM,Friday March 26 2021
240,Kris,Makasih pak @hmasori,9:25:35 PM,Friday March 26 2021
241,Anita M,Makasih pak @hmasori,9:25:30 PM,Friday March 26 2021
242,Nanang Eko,Koh Billy mna nih suaranya??:grin:,9:25:29 PM,Friday March 26 2021
243,Novine 90210,:pray::pray: thanx Pak HM,9:25:22 PM,Friday March 26 2021
244,M,Terima kasih pak @hmasori,9:25:20 PM,Friday March 26 2021
245,Shimano Aditya,Klo merah dalem sesi curhat karna margin pakde 🤣,9:25:19 PM,Friday March 26 2021
246,Ongkev3,sharingnya mntab:+1:🏻 tq pak @hmasori,9:25:09 PM,Friday March 26 2021
247,Mamba Mentallity,Terima kasih pakde @hmasori :pray::pray::pray:,9:25:09 PM,Friday March 26 2021
248,stev,terima kasih banyak pak @hmasori  betah dengerin 2 jam :pray:,9:24:57 PM,Friday March 26 2021
249,Masih Miko,"Bisa pak, share chart di tele chat aja",9:24:54 PM,Friday March 26 2021
250,Hendra Kwee,Suwun pakde :pray:,9:24:37 PM,Friday March 26 2021
251,Severinus Utomo,Jadwalkan pak hehehe,9:24:27 PM,Friday March 26 2021
252,Eko Bawono,"Membalas : Cnh,tpi kyk double bottom cuma kiri nya krg sama
Agak tricky memang tp msh memungkinkan.",9:24:02 PM,Friday March 26 2021
253,Bow,"Membalas : Mute sendiri aja pak, klik namanya tra pilih mute for me
Ok Pak.. terima kasih infonya.. baru tahu saya..",9:23:35 PM,Friday March 26 2021
254,Rizal Akhmad,"Membalas : yang ga bicara mohon di mute dong.. ada backsoundnya ini..
Mute sendiri aja pak, klik namanya tra pilih mute for me",9:22:59 PM,Friday March 26 2021
255,Silfia,"Membalas : Photo
Terimakasih pak guru, langsung di share chart'a",9:22:28 PM,Friday March 26 2021
256,Bow,yang ga bicara mohon di mute dong.. ada backsoundnya ini..,9:22:23 PM,Friday March 26 2021
257,Calvin irawan,"Membalas : Photo
Cnh,tpi kyk double bottom cuma kiri nya krg sama
",9:22:05 PM,Friday March 26 2021
258,Sandi Pear,Kok suaranya jadi dabbling ya,9:22:04 PM,Friday March 26 2021
259,Andru,"Membalas : Udah, tp teteup :(
Karena jaringan, say jg sama ga terlalu jelas",9:21:44 PM,Friday March 26 2021
260,Shimano Aditya,"Membalas : Photo
Woow cakep banget..semoga kesampean pak guru :pray:🏻",9:21:31 PM,Friday March 26 2021
261,Severinus Utomo,"Saya juga sabar tuh pak dulu diem2 ngumpulin DOID bahkan pas nyungsep dibawah 300, bahkan IHSG gerak dia gerakannya gk jelas",9:21:29 PM,Friday March 26 2021
262,"FnD \-__---""""""```",suaranya doble,9:21:18 PM,Friday March 26 2021
263,direktur pulsa,"Membalas : Udah, tp teteup :(
vc pribadi sama aku mbk:grin:",9:20:48 PM,Friday March 26 2021
264,Jason Santoso,Kok saya hanya bs dengar suara pak Hendro ya? Kalo orang lain nanya ke dia sy gak bs dengar,9:20:34 PM,Friday March 26 2021
265,Bella Bunda Amalia,"Membalas : kudu dibuat rutin ini voice chatnya.. :grin:
Agree
",9:19:36 PM,Friday March 26 2021
266,alit wigunawan,"Sampai bsok pagi siap pak de
",9:19:06 PM,Friday March 26 2021
267,Eko Bawono,"Gambar : blob:https://web.telegram.org/88292c40-481a-4566-9794-c6347a09053c
Gambar : blob:https://web.telegram.org/a927a295-3b0d-4f2b-8800-72c929472756",9:18:48 PM,Friday March 26 2021
268,Indo Ardiansyah,"Asik kok pakde
",9:18:39 PM,Friday March 26 2021
269,Bella Bunda Amalia,"Membalas : Left VC dulu mbak trs join lagi
Udah, tp teteup :(",9:18:26 PM,Friday March 26 2021
270,Bow,"kudu dibuat rutin ini voice chatnya.. :grin:
",9:17:59 PM,Friday March 26 2021
271,Viktor Koval Tamba,"Membalas : Right issue
thx ka",9:17:43 PM,Friday March 26 2021
272,Rizal Akhmad,"Membalas : Iya kenapa ya
Left VC dulu mbak trs join lagi",9:17:41 PM,Friday March 26 2021
273,Novine 90210,brms today cumdate,9:16:19 PM,Friday March 26 2021
274,Rahma 20,Right issue,9:16:09 PM,Friday March 26 2021
275,Viktor Koval Tamba,RI apa itu om?,9:15:47 PM,Friday March 26 2021
276,Mamba Mentallity,RI Enrg gmn ya?,9:15:30 PM,Friday March 26 2021
277,Rizky,"Membalas : ri cmnp paling mantap
Terbang trus ini ya",9:14:49 PM,Friday March 26 2021
278,ericko L,bakery pakde lg hebo mau ri berikut tebar warrant :sweat_smile::sweat_smile::sweat_smile:,9:14:37 PM,Friday March 26 2021
279,Novine 90210,:+1::+1:,9:13:45 PM,Friday March 26 2021
280,msnid,ri cmnp paling mantap,9:13:37 PM,Friday March 26 2021
281,ericko L,"Membalas : apa itu pamer2 otot...pamer roket kak.. ini nih..:rocket::rocket::rocket::rocket::rocket::rocket:
mainstream pak :sweat_smile:
otot biar kekar kuat base nya:muscle:",9:13:36 PM,Friday March 26 2021
282,Bella Bunda Amalia,"Membalas : kok suaranya kayak robot ya
Iya kenapa ya",9:13:17 PM,Friday March 26 2021
283,Erich,"Membalas : ath :muscle:
apa itu pamer2 otot...pamer roket kak.. ini nih..:rocket::rocket::rocket::rocket::rocket::rocket::rocket:
",9:12:44 PM,Friday March 26 2021
284,Frido,"Membalas : Jika Dana asing besar masuk ke ihsg u/ ke 10.000 pun bisa koq IHSG itu intinya
Terimakasij",9:12:42 PM,Friday March 26 2021
285,Rizky,,9:12:13 PM,Friday March 26 2021
286,ericko L,"Membalas : Photo
ath :muscle:",9:11:38 PM,Friday March 26 2021
287,Andru,"Membalas : Boleh share apa view nya ya? Ketinggalan barusan. Hehe
Jika Dana asing besar masuk ke ihsg u/ ke 10.000 pun bisa koq IHSG itu intinya
",9:11:19 PM,Friday March 26 2021
288,Eko Bawono,Gambar : blob:https://web.telegram.org/176f4543-9186-4cd6-9e91-8a4b3793a451,9:11:15 PM,Friday March 26 2021
289,Andru,"Iya 8000 di tahun ini bukan waktu dekat
",9:09:03 PM,Friday March 26 2021
290,Dimas Prakoso,Pasti ada turbulensi :joy:,9:08:47 PM,Friday March 26 2021
291,Kaanz✓,"Ngikutin alurnya aja pak, ngk usah diambil pusing, yang penting udah tau gambarannya aja:laughing::+1:",9:08:42 PM,Friday March 26 2021
292,Wafa,"Membalas : 7200 terlalu dekat saat ini udah di 6190 an
Ya engga lngsung lurus:sweat_smile:",9:08:29 PM,Friday March 26 2021
293,Frido,"Membalas : Luar biasa pak @JuthaBram terimakasih atas gambarannya :+1:
Boleh share apa view nya ya? Ketinggalan barusan. Hehe",9:08:22 PM,Friday March 26 2021
294,Diana ajaaa:rocket::rocket::rocket:,:joy::joy::joy:,9:08:19 PM,Friday March 26 2021
295,Andru,"7200 terlalu dekat saat ini udah di 6190 an
",9:07:56 PM,Friday March 26 2021
296,ko Willy,"Membalas : ndak jadi mentok 7200 pak?
Wkwkw",9:07:28 PM,Friday March 26 2021
297,Rolando,"Membalas : Optimis bisa ke >8000 :rocket:
ndak jadi mentok 7200 pak?",9:07:07 PM,Friday March 26 2021
298,Andru,"Optimis bisa ke >8000 :rocket:
",9:06:23 PM,Friday March 26 2021
299,Andru,"Luar biasa pak @JuthaBram  terimakasih atas gambarannya :+1:
",9:05:08 PM,Friday March 26 2021
300,Billy,"Membalas : Lagi main skak
Lagi nntn si anu ya",9:05:00 PM,Friday March 26 2021
301,Hauw,"Membalas : Ngomong dong
Wkwkkwkw
Lagi main skak
",9:04:47 PM,Friday March 26 2021
302,ko Willy,"Membalas : Ngomong dong
Kocak banget de profilnya hu:joy:",9:04:38 PM,Friday March 26 2021
303,Eddi,"Membalas : Ngomong dong
Koh Billy ngomong donk.. suaranya kan keren banget.. :grin:",9:04:05 PM,Friday March 26 2021
304,Kris,"Membalas : Photo
Makasih pak",9:03:34 PM,Friday March 26 2021
305,Michael,,9:03:05 PM,Friday March 26 2021
306,Novine 90210,"dulu ada kelas buat dpt panah naik turun.. ternyata skrg bisa buat sendiri pake apps broker...free:joy:
",9:02:04 PM,Friday March 26 2021
307,Arik Indra,"Membalas : Akhire kedengeran suaranya Pak Jutha wkwkkw
Ayo koh @hauw bersuara pgen dger medok nya lagi..:grin:
",9:00:01 PM,Friday March 26 2021
308,liem Iskandar,"Bisa dikecilin suaranya
Gambar : blob:https://web.telegram.org/9846a159-4825-42c2-9e3d-9c6a77ffaf1f",8:59:52 PM,Friday March 26 2021
309,stev,"Membalas : kok suaranya kayak robot ya
aman kok",8:59:45 PM,Friday March 26 2021
310,Shimano Aditya,"Membalas : Akhire kedengeran suaranya Pak Jutha wkwkkw
Ngomong dong koh",8:59:34 PM,Friday March 26 2021
311,Muhammag kuncoro,Bandar mogoli itu bagaimana menurut bapak,8:59:33 PM,Friday March 26 2021
312,Windo,"Membalas : Ngomong dong
Pak Billy jg ngomong donk :grin::grin:",8:59:28 PM,Friday March 26 2021
313,SAB,"Membalas : masih bug kyknya, harus out terus join lagi baru suara yg tanya kedengeran
Iya, harus leave lalu join",8:59:12 PM,Friday March 26 2021
314,Kapten Oleng,"
",8:58:53 PM,Friday March 26 2021
315,Muhammag kuncoro,"Mansur mologi,kaesang mologi,raffi ahmad mologi,belvin mologi,hermanto mologi,
",8:51:48 PM,Friday March 26 2021
316,Shimano Aditya,TT Ara lagi banyak dari grupnya pak jutha hahha,8:51:22 PM,Friday March 26 2021
317,Rolando,setahu saya sensory itu scraping chat2 di grup terbuka yang ada di Telegram.,8:51:12 PM,Friday March 26 2021
318,uri Anto,mungkin selama 9 bulan apakah sideways terus ?,8:50:40 PM,Friday March 26 2021
319,Hauw,Sama Pakdhe saya juga nda ngerti yg mau ditanyain sbnrnya apa :joy::sweat_smile:,8:50:22 PM,Friday March 26 2021
320,Bow,disertai volume.. :laughing:,8:50:15 PM,Friday March 26 2021
321,Kaanz✓,"Membalas : Break resist ni member TT..
Volume break meningkat nih:joy:",8:49:53 PM,Friday March 26 2021
322,Muhammag kuncoro,Ini grub sagat awet di banding sebelah dan ini angota nya semua ramah tamah.,8:49:49 PM,Friday March 26 2021
323,Hauw,Sensory Pakdhe,8:49:15 PM,Friday March 26 2021
324,Bow,Break resist ni member TT..,8:49:14 PM,Friday March 26 2021
325,Kaanz✓,Wahhh pantas jadi makin rame pak:+1::smile:,8:48:46 PM,Friday March 26 2021
326,Edw,Ohh pak Jutha lg disini toh :joy:,8:48:43 PM,Friday March 26 2021
327,Jutha Bram,"Membalas : 🤣🤣, emng ada yang promosi in pak jutha?:laughing:
Ada, saya cross link The Traders di grup saya🤣",8:48:12 PM,Friday March 26 2021
328,Kaanz✓,"Membalas : Dari grup kita kayaknya🤣
🤣🤣, emng ada yang promosi in pak jutha?:laughing:
",8:47:44 PM,Friday March 26 2021
329,Jutha Bram,"Membalas : Hayoloh rombongan dari mana nih?
Dari grup kita kayaknya🤣",8:47:09 PM,Friday March 26 2021
330,Dessy Fang,"Membalas : Hadir loh kak:grin:, tidak ada salahnya cari ilmu sebanyak-banyaknya
Setujuuu",8:47:01 PM,Friday March 26 2021
331,Kaanz✓,"Hadir loh kak:grin:, tidak ada salahnya cari ilmu sebanyak-banyaknya:see_no_evil:
",8:46:02 PM,Friday March 26 2021
332,Dessy Fang,"Membalas : Hayoloh rombongan dari mana nih?
Ada disini jg :scream::joy:",8:45:16 PM,Friday March 26 2021
333,Muhammag kuncoro,Asix juga dengar masak2 di grub saham mungkin ini kodenya saham icbp ya minggu depan.,8:45:01 PM,Friday March 26 2021
334,Iin,"Kadang ga mute. Kadang mute :joy:
",8:44:48 PM,Friday March 26 2021
335,akun terhapus,"Membalas : Itu suara masax kok masih ada ya .
Kagak tau padahal dah mute kan?",8:44:17 PM,Friday March 26 2021
336,Muhammag kuncoro,"Itu suara masax kok masih ada ya .
",8:43:34 PM,Friday March 26 2021
337,dwbesta,"Membalas : Agak kurang stabil ya suaranya.. :pensive:
sama
",8:40:52 PM,Friday March 26 2021
338,Eddi,Agak kurang stabil ya suaranya.. :pensive:,8:40:22 PM,Friday March 26 2021
339,Billy,Blm bisa join ey lg ga fokus:cry:,8:40:10 PM,Friday March 26 2021
340,Muhammag kuncoro,"Membalas : wee ini apa kok seru?
Belajar  buang grady kita kak",8:40:03 PM,Friday March 26 2021
341,Aldo,"wee ini apa kok seru?
",8:39:31 PM,Friday March 26 2021
342,glenn .,"Minggu malam voice chat group lagi pak De :+1:
",8:38:23 PM,Friday March 26 2021
343,Kaanz✓,Hayoloh rombongan dari mana nih?,8:38:19 PM,Friday March 26 2021
344,Muhammag kuncoro,"Membalas : Jangan sampe ad yg lagi aneh2 kedengeran sih wkwkwk
Oooh yes no pak..:see_no_evil::see_no_evil::see_no_evil::see_no_evil:",8:38:02 PM,Friday March 26 2021
345,Eric Bemley,"Muted for me
",8:37:49 PM,Friday March 26 2021
346,46 (･ิω･ิ) (Selvia Susilowati),"Membalas : mute personal kak, ada opsi pilihannya
Owh iy ding ada.tmksih:grin:",8:37:43 PM,Friday March 26 2021
347,Hauw,"Ngomongin konstruksi ini mesti Pakdhe wkwkwk
Pas akhir taun suka main",8:37:35 PM,Friday March 26 2021
348,Muhammag kuncoro,Angap aja  suara  hiasan obrolan ini.,8:37:02 PM,Friday March 26 2021
349,ERLANGGA,Jangan sampe ad yg lagi aneh2 kedengeran sih wkwkwk,8:37:01 PM,Friday March 26 2021
350,Rolando,"Membalas : Pakde hm di mute :joy:
sekalian semua di mute 🤣",8:36:53 PM,Friday March 26 2021
351,Eric Bemley,Disamping ada mic ditekan,8:36:47 PM,Friday March 26 2021
352,aleisyah,"Membalas : Ini ada dimana?
tekan micnya kak",8:36:42 PM,Friday March 26 2021
353,Dave @propertyimpianmurahsurabaya,Lg goreng Ikan mungkin :joy:,8:36:38 PM,Friday March 26 2021
354,𝖁𝖆𝖑𝖊𝖓𝖙𝖎𝖓𝖔 𝓜𝓓,Ada suara masak ?? :joy:,8:36:36 PM,Friday March 26 2021
355,Kurniawan Tanjaya,tekan mic nya kak,8:36:33 PM,Friday March 26 2021
